1991-01-02,2610.639892578125
1991-01-03,2573.510009765625
1991-01-04,2566.090087890625
1991-01-07,2522.77001953125
1991-01-08,2509.409912109375
1991-01-09,2470.300048828125
1991-01-10,2498.760009765625
1991-01-11,2501.489990234375
1991-01-14,2483.909912109375
1991-01-15,2490.590087890625
1991-01-16,2508.909912109375
1991-01-17,2623.510009765625
1991-01-18,2646.780029296875
1991-01-21,2629.2099609375
1991-01-22,2603.219970703125
1991-01-23,2619.06005859375
1991-01-24,2643.070068359375
1991-01-25,2659.409912109375
1991-01-28,2654.4599609375
1991-01-29,2662.6201171875
1991-01-30,2713.1201171875
1991-01-31,2736.389892578125
1991-02-01,2730.68994140625
1991-02-04,2772.280029296875
1991-02-05,2788.3701171875
1991-02-06,2830.93994140625
1991-02-07,2810.639892578125
1991-02-08,2830.68994140625
1991-02-11,2902.22998046875
1991-02-12,2874.75
1991-02-13,2909.159912109375
1991-02-14,2877.22998046875
1991-02-15,2934.64990234375
1991-02-19,2932.179931640625
1991-02-20,2899.010009765625
1991-02-21,2891.830078125
1991-02-22,2889.360107421875
1991-02-25,2887.8701171875
1991-02-26,2864.60009765625
1991-02-27,2889.110107421875
1991-02-28,2882.179931640625
1991-03-01,2909.89990234375
1991-03-04,2914.110107421875
1991-03-05,2972.52001953125
1991-03-06,2973.27001953125
1991-03-07,2963.3701171875
1991-03-08,2955.199951171875
1991-03-11,2939.360107421875
1991-03-12,2922.52001953125
1991-03-13,2955.199951171875
1991-03-14,2952.22998046875
1991-03-15,2948.27001953125
1991-03-18,2929.949951171875
1991-03-19,2867.820068359375
1991-03-20,2872.030029296875
1991-03-21,2855.449951171875
1991-03-22,2858.909912109375
1991-03-25,2865.840087890625
1991-03-26,2914.85009765625
1991-03-27,2917.570068359375
1991-03-28,2913.860107421875
1991-04-01,2881.18994140625
1991-04-02,2945.050048828125
1991-04-03,2926.72998046875
1991-04-04,2924.5
1991-04-05,2896.780029296875
1991-04-08,2918.56005859375
1991-04-09,2873.02001953125
1991-04-10,2874.5
1991-04-11,2905.449951171875
1991-04-12,2920.7900390625
1991-04-15,2933.169921875
1991-04-16,2986.8798828125
1991-04-17,3004.4599609375
1991-04-18,2999.260009765625
1991-04-19,2965.590087890625
1991-04-22,2927.719970703125
1991-04-23,2930.449951171875
1991-04-24,2949.510009765625
1991-04-25,2921.0400390625
1991-04-26,2912.3798828125
1991-04-29,2876.97998046875
1991-04-30,2887.8701171875
1991-05-01,2930.199951171875
1991-05-02,2938.610107421875
1991-05-03,2938.860107421875
1991-05-06,2941.639892578125
1991-05-07,2917.489990234375
1991-05-08,2930.89990234375
1991-05-09,2971.14990234375
1991-05-10,2920.169921875
1991-05-13,2924.419921875
1991-05-14,2886.85009765625
1991-05-15,2865.3798828125
1991-05-16,2894.010009765625
1991-05-17,2886.6298828125
1991-05-20,2892.219970703125
1991-05-21,2906.080078125
1991-05-22,2910.330078125
1991-05-23,2900.0400390625
1991-05-24,2913.909912109375
1991-05-28,2958.860107421875
1991-05-29,2969.590087890625
1991-05-30,3000.449951171875
1991-05-31,3027.5
1991-06-03,3035.330078125
1991-06-04,3027.949951171875
1991-06-05,3005.3701171875
1991-06-06,2994.860107421875
1991-06-07,2976.739990234375
1991-06-10,2975.39990234375
1991-06-11,2985.909912109375
1991-06-12,2961.989990234375
1991-06-13,2965.1201171875
1991-06-14,3000.449951171875
1991-06-17,2993.9599609375
1991-06-18,2986.81005859375
1991-06-19,2955.5
1991-06-20,2953.93994140625
1991-06-21,2965.56005859375
1991-06-24,2913.010009765625
1991-06-25,2910.110107421875
1991-06-26,2913.010009765625
1991-06-27,2934.929931640625
1991-06-28,2906.75
1991-07-01,2958.409912109375
1991-07-02,2972.719970703125
1991-07-03,2934.699951171875
1991-07-05,2932.469970703125
1991-07-08,2961.989990234375
1991-07-09,2947.22998046875
1991-07-10,2944.77001953125
1991-07-11,2959.75
1991-07-12,2980.77001953125
